TickMSC,Time,Bid,Ask,Spread,BidVol,AskVol,Ping
1767258024223,2026.01.01 09:00:24.223,1.0852503492296597,1.0854503492296597,20,4,2,21
1767258024692,2026.01.01 09:00:24.692,1.085290308170655,1.085490308170655,20,7,13,36
1767258026039,2026.01.01 09:00:26.039,1.085311747702652,1.085481747702652,17,9,7,40
1767258026070,2026.01.01 09:00:26.070,1.0852946923075246,1.0854546923075246,16,8,1,22
1767258026332,2026.01.01 09:00:26.332,1.0852863688511127,1.0854363688511128,15,9,14,34
1767258027089,2026.01.01 09:00:27.089,1.0852969627850453,1.0854369627850453,14,7,5,27
1767258027955,2026.01.01 09:00:27.955,1.085252184980368,1.085382184980368,13,10,12,25
1767258028439,2026.01.01 09:00:28.439,1.0853019854133374,1.0854619854133374,16,8,12,28
1767258029531,2026.01.01 09:00:29.531,1.0853164181098778,1.0854364181098777,12,8,6,44
1767258030051,2026.01.01 09:00:30.051,1.085320156923274,1.085490156923274,17,1,13,30
1767258030760,2026.01.01 09:00:30.760,1.0853797817512256,1.0854897817512257,11,12,11,41
1767258031745,2026.01.01 09:00:31.745,1.085373776069065,1.085473776069065,10,14,14,21
1767258031944,2026.01.01 09:00:31.944,1.0853646550192073,1.0855646550192073,20,12,10,28
1767258032911,2026.01.01 09:00:32.911,1.0853404235810071,1.0854504235810072,11,9,1,37
1767258033607,2026.01.01 09:00:33.607,1.0853575769314534,1.0855375769314535,18,2,9,38
1767258034574,2026.01.01 09:00:34.574,1.08537299943687,1.08551299943687,14,12,9,41
1767258035146,2026.01.01 09:00:35.146,1.0853396852268444,1.0855396852268444,20,11,1,37
1767258036423,2026.01.01 09:00:36.423,1.085330800527989,1.085500800527989,17,14,4,24
1767258037264,2026.01.01 09:00:37.264,1.085297820414563,1.0854178204145628,12,7,8,37
1767258038428,2026.01.01 09:00:38.428,1.0852625769918722,1.0854225769918722,16,13,2,31
1767258039084,2026.01.01 09:00:39.084,1.0851760821002858,1.0854160821002858,24,10,13,23
1767258039114,2026.01.01 09:00:39.114,1.0851645365876017,1.0852745365876018,11,10,13,34
1767258039964,2026.01.01 09:00:39.964,1.0850794259242977,1.0852494259242977,17,13,11,30
1767258040140,2026.01.01 09:00:40.140,1.0850562851399808,1.0852862851399807,23,5,13,38
1767258041447,2026.01.01 09:00:41.447,1.085025650407687,1.0851856504076869,16,4,8,24
1767258041844,2026.01.01 09:00:41.844,1.08507824516055,1.0852882451605501,21,1,10,25
1767258042454,2026.01.01 09:00:42.454,1.0850274984202346,1.0851674984202346,14,1,13,32
1767258042779,2026.01.01 09:00:42.779,1.084989439100994,1.085199439100994,21,3,12,42
1767258042802,2026.01.01 09:00:42.802,1.0849703628940344,1.0851703628940343,20,14,14,29
1767258043053,2026.01.01 09:00:43.053,1.084941355711459,1.085071355711459,13,1,13,43
1767258043839,2026.01.01 09:00:43.839,1.0850098184513304,1.0851098184513304,10,8,9,44
1767258045218,2026.01.01 09:00:45.218,1.084952890082678,1.085092890082678,14,3,9,33
1767258045792,2026.01.01 09:00:45.792,1.0849339198577286,1.0851439198577286,21,11,14,23
1767258046699,2026.01.01 09:00:46.699,1.0849505231201868,1.0851305231201869,18,10,1,39
1767258048072,2026.01.01 09:00:48.072,1.0849945822873388,1.0851845822873387,19,2,9,42
1767258048173,2026.01.01 09:00:48.173,1.0849755702095423,1.0851055702095422,13,6,4,31
1767258049573,2026.01.01 09:00:49.573,1.0848796652295172,1.0850996652295173,22,4,12,34
1767258050538,2026.01.01 09:00:50.538,1.084872160018438,1.085052160018438,18,13,12,29
1767258052026,2026.01.01 09:00:52.026,1.084939761442247,1.085149761442247,21,13,8,30
1767258053487,2026.01.01 09:00:53.487,1.0849538708126185,1.0850638708126186,11,14,13,28
1767258054005,2026.01.01 09:00:54.005,1.0849656917057364,1.0850956917057364,13,11,14,30
1767258054790,2026.01.01 09:00:54.790,1.0849125408061575,1.0850925408061576,18,14,9,21
1767258054834,2026.01.01 09:00:54.834,1.084854257226643,1.084984257226643,13,13,3,32
1767258055049,2026.01.01 09:00:55.049,1.084855159309075,1.084995159309075,14,11,6,41
1767258056163,2026.01.01 09:00:56.163,1.0847838403629608,1.0849838403629608,20,13,3,27
1767258057584,2026.01.01 09:00:57.584,1.0848229084740788,1.0849929084740788,17,4,1,40
1767258058619,2026.01.01 09:00:58.619,1.0847805761616356,1.0848805761616356,10,2,10,40
1767258059650,2026.01.01 09:00:59.650,1.084779343297599,1.084879343297599,10,2,6,27
1767258061073,2026.01.01 09:01:01.073,1.0846850549516613,1.0848650549516614,18,11,5,20
1767258061648,2026.01.01 09:01:01.648,1.0846653648582392,1.0848453648582392,18,6,3,25
1767258062787,2026.01.01 09:01:02.787,1.0846060718308825,1.0847360718308825,13,5,14,32
1767258063499,2026.01.01 09:01:03.499,1.0844899740100156,1.0847099740100157,22,9,14,28
1767258063910,2026.01.01 09:01:03.910,1.0845170661144823,1.0846270661144823,11,4,4,25
1767258064649,2026.01.01 09:01:04.649,1.084599124091437,1.084819124091437,22,5,2,34
1767258064820,2026.01.01 09:01:04.820,1.084655597770904,1.084835597770904,18,1,12,42
1767258065031,2026.01.01 09:01:05.031,1.0846896823053993,1.0849196823053993,23,12,10,35
1767258066036,2026.01.01 09:01:06.036,1.084668976247002,1.084798976247002,13,12,10,23
1767258066315,2026.01.01 09:01:06.315,1.0847092707584294,1.0848592707584295,15,2,13,36
1767258067140,2026.01.01 09:01:07.140,1.0847704634183581,1.0849804634183582,21,3,14,28
1767258068444,2026.01.01 09:01:08.444,1.0847773045098417,1.0848773045098417,10,5,4,31
1767258068909,2026.01.01 09:01:08.909,1.084718086501226,1.084928086501226,21,12,4,41
1767258070404,2026.01.01 09:01:10.404,1.0846931172862966,1.0848731172862967,18,5,3,38
1767258071689,2026.01.01 09:01:11.689,1.0847782521107139,1.084918252110714,14,4,6,39
1767258072715,2026.01.01 09:01:12.715,1.0847745149023065,1.0850145149023065,24,14,1,31
1767258073020,2026.01.01 09:01:13.020,1.0846082771163108,1.0847282771163107,12,10,9,41
1767258073749,2026.01.01 09:01:13.749,1.0845348309431273,1.0846648309431273,13,3,11,25
1767258074096,2026.01.01 09:01:14.096,1.0845136085079703,1.0846136085079703,10,9,10,31
1767258074984,2026.01.01 09:01:14.984,1.084565399769891,1.084795399769891,23,1,3,28
1767258076070,2026.01.01 09:01:16.070,1.0845517436522707,1.0847317436522708,18,6,3,39
1767258076871,2026.01.01 09:01:16.871,1.0846044652350193,1.0848344652350193,23,7,12,24
1767258077097,2026.01.01 09:01:17.097,1.084578157117342,1.084748157117342,17,10,3,40
1767258077870,2026.01.01 09:01:17.870,1.0844799424912301,1.08460994249123,13,4,7,22
1767258078067,2026.01.01 09:01:18.067,1.0844553644333004,1.0845653644333004,11,10,8,21
1767258078456,2026.01.01 09:01:18.456,1.0844726116833776,1.0847026116833776,23,3,2,27
1767258078958,2026.01.01 09:01:18.958,1.0844857092008446,1.0846657092008447,18,8,1,29
1767258080032,2026.01.01 09:01:20.032,1.0844229538133818,1.0845529538133818,13,9,5,34
1767258081222,2026.01.01 09:01:21.222,1.0844053940032916,1.0845853940032917,18,13,8,28
1767258081246,2026.01.01 09:01:21.246,1.0845396277151949,1.0847296277151948,19,1,14,29
1767258081320,2026.01.01 09:01:21.320,1.08447796427388,1.0845979642738799,12,11,3,30
1767258081850,2026.01.01 09:01:21.850,1.0845110004436032,1.084671000443603,16,12,6,28
1767258083227,2026.01.01 09:01:23.227,1.0844061666586748,1.0845661666586748,16,10,3,33
1767258084389,2026.01.01 09:01:24.389,1.0844493562499031,1.084639356249903,19,9,6,24
1767258085046,2026.01.01 09:01:25.046,1.0844047399803938,1.0846247399803939,22,7,12,28
1767258086142,2026.01.01 09:01:26.142,1.084424844393304,1.084554844393304,13,1,4,23
1767258087314,2026.01.01 09:01:27.314,1.0843602681132156,1.0844702681132157,11,7,14,21
1767258087916,2026.01.01 09:01:27.916,1.0843748107532243,1.0845748107532243,20,5,11,38
1767258088317,2026.01.01 09:01:28.317,1.0843293782384373,1.0845093782384374,18,10,7,20
1767258088745,2026.01.01 09:01:28.745,1.084293625829289,1.084423625829289,13,13,11,40
1767258089043,2026.01.01 09:01:29.043,1.0843157251296087,1.0844857251296087,17,13,10,20
1767258089431,2026.01.01 09:01:29.431,1.084294205855789,1.084524205855789,23,7,1,31
1767258089671,2026.01.01 09:01:29.671,1.0843132249281997,1.0844232249281998,11,12,1,30
1767258090698,2026.01.01 09:01:30.698,1.0843036828622676,1.0844736828622676,17,9,5,20
1767258090748,2026.01.01 09:01:30.748,1.0843070575463298,1.0845070575463298,20,8,9,33
1767258091809,2026.01.01 09:01:31.809,1.0843293118698976,1.0845193118698975,19,6,5,30
1767258091953,2026.01.01 09:01:31.953,1.084311810947168,1.0844518109471681,14,2,4,26
1767258092163,2026.01.01 09:01:32.163,1.084262008457868,1.084422008457868,16,8,8,21
1767258092952,2026.01.01 09:01:32.952,1.0842353928445714,1.0843953928445713,16,12,13,34
1767258093891,2026.01.01 09:01:33.891,1.0842951498035631,1.0845051498035632,21,14,5,27
1767258094957,2026.01.01 09:01:34.957,1.084300958457767,1.084480958457767,18,4,1,41
1767258096038,2026.01.01 09:01:36.038,1.0842587135350965,1.0843787135350964,12,8,7,39
1767258096550,2026.01.01 09:01:36.550,1.0842787915655159,1.0844687915655158,19,7,11,44
1767258096966,2026.01.01 09:01:36.966,1.0843022073447628,1.0844322073447628,13,4,4,34
1767258097780,2026.01.01 09:01:37.780,1.0843282072985527,1.0845182072985526,19,8,10,27
1767258097888,2026.01.01 09:01:37.888,1.0842793154385342,1.0844093154385341,13,11,5,29
1767258098581,2026.01.01 09:01:38.581,1.0842451958888197,1.0844851958888198,24,11,13,38
1767258099316,2026.01.01 09:01:39.316,1.0842113544280003,1.0844313544280004,22,12,6,22
1767258100286,2026.01.01 09:01:40.286,1.0841933220323972,1.084383322032397,19,11,13,39
1767258100908,2026.01.01 09:01:40.908,1.0842202679916544,1.0843602679916544,14,2,7,33
1767258102403,2026.01.01 09:01:42.403,1.084235077231891,1.084465077231891,23,9,11,28
1767258103055,2026.01.01 09:01:43.055,1.0842538380797486,1.0844038380797487,15,6,2,28
1767258104093,2026.01.01 09:01:44.093,1.0843215390368672,1.0845615390368673,24,7,14,40
1767258105344,2026.01.01 09:01:45.344,1.084355983583492,1.0844759835834918,12,10,1,44
1767258105856,2026.01.01 09:01:45.856,1.084348893502242,1.0845688935022422,22,1,12,25
1767258106632,2026.01.01 09:01:46.632,1.0842896992434394,1.0844196992434394,13,3,3,27
1767258107039,2026.01.01 09:01:47.039,1.084253971893016,1.0843739718930159,12,14,10,30
1767258107919,2026.01.01 09:01:47.919,1.084240886639632,1.084350886639632,11,10,12,27
1767258108723,2026.01.01 09:01:48.723,1.0842823431309987,1.0844723431309986,19,5,1,31
1767258109125,2026.01.01 09:01:49.125,1.0842809765342936,1.0844909765342936,21,12,4,29
1767258109341,2026.01.01 09:01:49.341,1.0842481667365491,1.0844281667365492,18,7,6,42
1767258110389,2026.01.01 09:01:50.389,1.0842115220922628,1.0843115220922628,10,1,5,23
1767258111290,2026.01.01 09:01:51.290,1.0842080431818166,1.0843180431818167,11,9,13,35
1767258112784,2026.01.01 09:01:52.784,1.0842525425599274,1.0844225425599274,17,5,11,39
1767258113657,2026.01.01 09:01:53.657,1.0843320935252163,1.0845720935252163,24,13,4,25
1767258114409,2026.01.01 09:01:54.409,1.0843218050953147,1.0844818050953147,16,12,7,28
1767258115683,2026.01.01 09:01:55.683,1.0843195679362767,1.0845295679362768,21,3,13,42
1767258116256,2026.01.01 09:01:56.256,1.0842588708509688,1.0843588708509688,10,7,11,24
1767258117286,2026.01.01 09:01:57.286,1.0843558304794239,1.0844958304794239,14,10,11,40
1767258117391,2026.01.01 09:01:57.391,1.0842857803375159,1.0844757803375158,19,8,6,43
1767258117885,2026.01.01 09:01:57.885,1.084344363453105,1.084494363453105,15,10,3,25
1767258119325,2026.01.01 09:01:59.325,1.0843260966554544,1.0844660966554545,14,10,9,36
1767258119565,2026.01.01 09:01:59.565,1.0842961283307624,1.0844261283307624,13,3,5,36
1767258120323,2026.01.01 09:02:00.323,1.084240628152168,1.0844706281521679,23,7,13,44
1767258121527,2026.01.01 09:02:01.527,1.0843611305846383,1.0845811305846385,22,7,10,43
1767258122077,2026.01.01 09:02:02.077,1.0843722051658022,1.0844722051658022,10,4,1,41
1767258123146,2026.01.01 09:02:03.146,1.0843732691876575,1.0845332691876575,16,10,13,32
1767258123680,2026.01.01 09:02:03.680,1.0844176058056352,1.0845976058056352,18,9,6,36
1767258124873,2026.01.01 09:02:04.873,1.0843850641693538,1.0845350641693539,15,1,5,33
1767258126149,2026.01.01 09:02:06.149,1.0843851564671152,1.084505156467115,12,1,10,21
1767258127268,2026.01.01 09:02:07.268,1.0843879732814559,1.085277973281456,89,5,8,535
1767258127855,2026.01.01 09:02:07.855,1.0843623659948385,1.0845523659948384,19,13,4,22
1767258128546,2026.01.01 09:02:08.546,1.0844223478987978,1.0846523478987977,23,3,12,21
1767258129112,2026.01.01 09:02:09.112,1.084411415178223,1.084541415178223,13,10,1,21
1767258130134,2026.01.01 09:02:10.134,1.0843337585755546,1.0845237585755545,19,13,11,41
1767258130789,2026.01.01 09:02:10.789,1.0843186837073786,1.0844586837073786,14,9,2,26
1767258131594,2026.01.01 09:02:11.594,1.0843311426409643,1.0845711426409643,24,5,8,23
1767258132655,2026.01.01 09:02:12.655,1.0842864679792699,1.0853064679792699,102,7,10,493
1767258134028,2026.01.01 09:02:14.028,1.0842457382396113,1.0844557382396114,21,1,8,25
1767258135392,2026.01.01 09:02:15.392,1.084218425287705,1.084318425287705,10,2,13,26
1767258136773,2026.01.01 09:02:16.773,1.0842794870707084,1.0844194870707085,14,11,14,39
1767258138037,2026.01.01 09:02:18.037,1.0842551291695761,1.084355129169576,10,12,5,25
1767258138236,2026.01.01 09:02:18.236,1.0843265850205037,1.0845065850205038,18,4,6,28
1767258139494,2026.01.01 09:02:19.494,1.0842958374985963,1.0844558374985962,16,9,2,39
1767258140912,2026.01.01 09:02:20.912,1.084312088205409,1.0844320882054088,12,5,11,23
1767258142322,2026.01.01 09:02:22.322,1.084289776071698,1.0844697760716981,18,5,12,24
1767258143638,2026.01.01 09:02:23.638,1.0843274802302125,1.0844374802302126,11,9,9,38
1767258144280,2026.01.01 09:02:24.280,1.0842715665224842,1.0844815665224843,21,8,6,29
1767258144917,2026.01.01 09:02:24.917,1.0843087094964632,1.0844687094964631,16,2,12,37
1767258145899,2026.01.01 09:02:25.899,1.0843144029664786,1.0844944029664787,18,7,9,34
1767258147191,2026.01.01 09:02:27.191,1.0842824033756397,1.0844324033756398,15,1,11,44
1767258148583,2026.01.01 09:02:28.583,1.0842740923014043,1.0844640923014042,19,10,10,20
1767258149302,2026.01.01 09:02:29.302,1.084350785048456,1.084490785048456,14,11,3,24
1767258150791,2026.01.01 09:02:30.791,1.0843576772736998,1.0845676772736998,21,11,6,24
1767258152235,2026.01.01 09:02:32.235,1.0843225408729043,1.0844825408729042,16,9,10,27
1767258152893,2026.01.01 09:02:32.893,1.0842623062087628,1.0844923062087628,23,3,5,41
1767258153220,2026.01.01 09:02:33.220,1.0842875764224345,1.0845275764224345,24,13,9,41
1767258154478,2026.01.01 09:02:34.478,1.084297368684785,1.084537368684785,24,2,13,41
1767258155745,2026.01.01 09:02:35.745,1.0843321197195395,1.0844821197195396,15,4,10,39
1767258156438,2026.01.01 09:02:36.438,1.084259008482555,1.084399008482555,14,4,1,34
1767258157111,2026.01.01 09:02:37.111,1.0842003954599102,1.0844303954599102,23,3,9,36
1767258158518,2026.01.01 09:02:38.518,1.084257739419873,1.084367739419873,11,2,5,38
1767258159784,2026.01.01 09:02:39.784,1.0842743065022118,1.0844443065022118,17,5,1,32
1767258160930,2026.01.01 09:02:40.930,1.0843009765447738,1.0845409765447738,24,4,10,41
1767258161381,2026.01.01 09:02:41.381,1.0842528421931683,1.0844728421931684,22,5,8,40
1767258161954,2026.01.01 09:02:41.954,1.084203792833252,1.084363792833252,16,13,7,29
1767258163255,2026.01.01 09:02:43.255,1.0842533557661616,1.0844033557661616,15,12,14,36
1767258164674,2026.01.01 09:02:44.674,1.0843052746488997,1.0844452746488997,14,12,6,24
1767258166094,2026.01.01 09:02:46.094,1.0842508586745483,1.0843908586745483,14,8,2,37
1767258167240,2026.01.01 09:02:47.240,1.0841868901497556,1.0843668901497556,18,11,5,36
1767258168201,2026.01.01 09:02:48.201,1.08418146050122,1.08428146050122,10,2,3,23
1767258169315,2026.01.01 09:02:49.315,1.0841414930785513,1.0843214930785514,18,9,2,41
1767258170023,2026.01.01 09:02:50.023,1.084100484234599,1.084250484234599,15,10,14,26
1767258170145,2026.01.01 09:02:50.145,1.0840379153222777,1.0841679153222776,13,1,10,44
1767258170156,2026.01.01 09:02:50.156,1.0840144936298635,1.0842044936298634,19,8,1,24
1767258170807,2026.01.01 09:02:50.807,1.083956758892732,1.0841867588927319,23,12,9,27
1767258171036,2026.01.01 09:02:51.036,1.0839019888475814,1.0840619888475813,16,5,2,27
1767258171900,2026.01.01 09:02:51.900,1.0839169084399098,1.08409690843991,18,2,13,30
1767258173158,2026.01.01 09:02:53.158,1.0839141485281953,1.0840541485281954,14,8,11,28
1767258173552,2026.01.01 09:02:53.552,1.083938392462272,1.084168392462272,23,5,1,38
1767258174988,2026.01.01 09:02:54.988,1.0838559407905046,1.0839959407905047,14,10,14,38
1767258176151,2026.01.01 09:02:56.151,1.083856434820996,1.084026434820996,17,14,7,28
1767258177237,2026.01.01 09:02:57.237,1.0839602166981044,1.0841202166981043,16,10,9,42
1767258177976,2026.01.01 09:02:57.976,1.08394160307389,1.08416160307389,22,13,6,39
1767258179425,2026.01.01 09:02:59.425,1.0839828405242187,1.0842028405242188,22,14,8,36
1767258179681,2026.01.01 09:02:59.681,1.0840236408666575,1.0841936408666575,17,3,11,35
1767258180526,2026.01.01 09:03:00.526,1.0840669007970574,1.0842669007970573,20,7,7,26
1767258181998,2026.01.01 09:03:01.998,1.0840752338814104,1.0842852338814104,21,4,9,41
1767258182210,2026.01.01 09:03:02.210,1.0841035381805475,1.0842935381805474,19,11,7,22
1767258183427,2026.01.01 09:03:03.427,1.0841384888615482,1.0842484888615482,11,11,13,40
1767258183559,2026.01.01 09:03:03.559,1.0841702611629638,1.0843502611629638,18,10,6,38
1767258183969,2026.01.01 09:03:03.969,1.0841143902542882,1.0842343902542881,12,12,1,27
1767258184745,2026.01.01 09:03:04.745,1.084029021030161,1.0841790210301612,15,6,9,24
1767258185048,2026.01.01 09:03:05.048,1.0839513418529902,1.0841013418529903,15,10,10,25
1767258185337,2026.01.01 09:03:05.337,1.0839378338533712,1.0840478338533712,11,8,5,21
1767258186230,2026.01.01 09:03:06.230,1.0839675301900922,1.0841775301900922,21,1,13,43
1767258186437,2026.01.01 09:03:06.437,1.0839123096262167,1.0841323096262168,22,2,2,44
1767258187428,2026.01.01 09:03:07.428,1.0839585081491458,1.0841185081491458,16,14,14,38
1767258188189,2026.01.01 09:03:08.189,1.0839333943904206,1.0841133943904206,18,13,12,32
1767258188342,2026.01.01 09:03:08.342,1.0839087566298609,1.084118756629861,21,8,11,25
1767258188960,2026.01.01 09:03:08.960,1.083866951280067,1.0840569512800668,19,7,8,25
1767258190194,2026.01.01 09:03:10.194,1.083772711962116,1.083972711962116,20,10,13,21
1767258191351,2026.01.01 09:03:11.351,1.0837841776685377,1.0838841776685377,10,9,4,43
1767258191547,2026.01.01 09:03:11.547,1.0838698110541796,1.0840398110541796,17,2,14,24
1767258192906,2026.01.01 09:03:12.906,1.083866677828003,1.083976677828003,11,8,3,30
1767258193379,2026.01.01 09:03:13.379,1.0837741462459183,1.0840041462459182,23,6,13,30
1767258194761,2026.01.01 09:03:14.761,1.0838131633864991,1.0839131633864991,10,1,1,43
1767258195430,2026.01.01 09:03:15.430,1.083731923486994,1.083901923486994,17,4,5,33
1767258196203,2026.01.01 09:03:16.203,1.0836714717671445,1.0837814717671446,11,14,3,32
1767258197167,2026.01.01 09:03:17.167,1.0836595548585288,1.083809554858529,15,2,4,27
1767258197579,2026.01.01 09:03:17.579,1.083665697030456,1.083905697030456,24,7,9,34
1767258198958,2026.01.01 09:03:18.958,1.0836152638303975,1.0837652638303976,15,9,11,31
1767258199114,2026.01.01 09:03:19.114,1.0836013980275692,1.0837413980275692,14,6,14,22
1767258200295,2026.01.01 09:03:20.295,1.0836371561476073,1.0844471561476072,81,4,7,582
1767258201168,2026.01.01 09:03:21.168,1.0836797650918477,1.0837997650918476,12,5,11,42
1767258201666,2026.01.01 09:03:21.666,1.0837423379129383,1.0839623379129384,22,11,5,24
1767258202604,2026.01.01 09:03:22.604,1.0838378088455531,1.084027808845553,19,1,8,25
1767258203164,2026.01.01 09:03:23.164,1.0838783033116361,1.0841183033116362,24,13,6,21
1767258203511,2026.01.01 09:03:23.511,1.0838674664859158,1.0839974664859158,13,4,10,27
1767258204392,2026.01.01 09:03:24.392,1.083910432175472,1.084070432175472,16,13,2,24
1767258205042,2026.01.01 09:03:25.042,1.0839337679871723,1.0841737679871724,24,10,7,41
1767258205524,2026.01.01 09:03:25.524,1.0839590863360486,1.0841190863360486,16,3,1,36
1767258205684,2026.01.01 09:03:25.684,1.083967947275302,1.0841879472753022,22,9,3,21
1767258207132,2026.01.01 09:03:27.132,1.0839223445701944,1.0841323445701945,21,6,12,30
1767258208463,2026.01.01 09:03:28.463,1.0838709397498034,1.0841009397498034,23,4,1,23
1767258208735,2026.01.01 09:03:28.735,1.0838660838397496,1.0840360838397496,17,3,14,30
1767258208888,2026.01.01 09:03:28.888,1.083873529343542,1.083983529343542,11,12,1,28
1767258209243,2026.01.01 09:03:29.243,1.0838395572973953,1.0840395572973953,20,13,5,25
1767258209876,2026.01.01 09:03:29.876,1.0838607243948257,1.0840707243948258,21,4,6,43
1767258210902,2026.01.01 09:03:30.902,1.0839647626900277,1.0840747626900278,11,8,12,21
1767258211792,2026.01.01 09:03:31.792,1.0838775461540637,1.0840075461540637,13,12,3,34
1767258211803,2026.01.01 09:03:31.803,1.083906658377942,1.084126658377942,22,5,14,24
1767258212709,2026.01.01 09:03:32.709,1.0839033596468974,1.0840933596468973,19,13,3,31
1767258214046,2026.01.01 09:03:34.046,1.0839258924246642,1.0841458924246643,22,11,3,32
1767258214309,2026.01.01 09:03:34.309,1.0839043566896411,1.0840843566896412,18,1,1,36
1767258214771,2026.01.01 09:03:34.771,1.083897053695389,1.0840870536953888,19,5,5,23
1767258215841,2026.01.01 09:03:35.841,1.0839035287179393,1.0841135287179393,21,8,1,29
1767258217034,2026.01.01 09:03:37.034,1.0838884470237624,1.0840684470237625,18,11,10,20
1767258218058,2026.01.01 09:03:38.058,1.083812419957894,1.0840324199578941,22,12,10,30
1767258218076,2026.01.01 09:03:38.076,1.0838007242063619,1.084020724206362,22,4,3,35
1767258219342,2026.01.01 09:03:39.342,1.083729902524952,1.083859902524952,13,14,13,30
1767258220474,2026.01.01 09:03:40.474,1.083762562180481,1.083942562180481,18,2,6,28
1767258221299,2026.01.01 09:03:41.299,1.083669284925427,1.083909284925427,24,13,11,21
1767258221516,2026.01.01 09:03:41.516,1.0837207176444,1.0839507176443999,23,3,6,26
1767258222680,2026.01.01 09:03:42.680,1.08374219579441,1.08386219579441,12,14,3,38
1767258223093,2026.01.01 09:03:43.093,1.0837638652251966,1.0839738652251967,21,11,9,37
1767258223254,2026.01.01 09:03:43.254,1.0836556497318044,1.0837956497318044,14,9,8,39
1767258223317,2026.01.01 09:03:43.317,1.0836392197598999,1.0838292197598998,19,14,11,26
1767258224470,2026.01.01 09:03:44.470,1.0836968979313328,1.083876897931333,18,7,3,42
1767258225107,2026.01.01 09:03:45.107,1.0836709675323812,1.0838209675323813,15,3,5,28
1767258225703,2026.01.01 09:03:45.703,1.083617064424883,1.083737064424883,12,5,5,31
1767258227156,2026.01.01 09:03:47.156,1.0835852309201328,1.0837752309201327,19,3,14,22
1767258228611,2026.01.01 09:03:48.611,1.0835818170390008,1.0837618170390009,18,10,5,42
1767258228724,2026.01.01 09:03:48.724,1.0835392485164852,1.0836892485164853,15,4,3,41
1767258228987,2026.01.01 09:03:48.987,1.0836009393780897,1.0837309393780896,13,12,5,35
1767258230247,2026.01.01 09:03:50.247,1.08359770600159,1.08382770600159,23,8,5,26
1767258231392,2026.01.01 09:03:51.392,1.0835699275341928,1.0836999275341928,13,14,4,42
1767258231911,2026.01.01 09:03:51.911,1.083504860357851,1.083674860357851,17,3,4,24
1767258232019,2026.01.01 09:03:52.019,1.083529082688115,1.083689082688115,16,3,2,44
1767258232181,2026.01.01 09:03:52.181,1.0835521660028504,1.0836521660028504,10,11,9,42
1767258233104,2026.01.01 09:03:53.104,1.0835125555575411,1.0836625555575412,15,11,7,26
1767258233991,2026.01.01 09:03:53.991,1.0834007391061256,1.0835707391061256,17,8,1,38
1767258234338,2026.01.01 09:03:54.338,1.0834212772156042,1.0835412772156041,12,10,5,36
1767258235169,2026.01.01 09:03:55.169,1.0834119370460413,1.0836419370460413,23,13,2,35
1767258236365,2026.01.01 09:03:56.365,1.0834287406044376,1.0836087406044377,18,10,10,40
